INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','967-758-6808','under review','2011-11-08','2031-02-22',5689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','RU','180-998-9742','under development','2016-01-02','2028-11-19',5194);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','LT','595-951-6590','deep cover','2019-01-02','2034-06-07',5542);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','UY','376-904-1285','under development','2015-03-20','2027-12-12',7914);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CN','475-978-0624','deep cover','2005-02-20','2028-07-11',2772);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','PF','685-256-0867','under review','2004-06-30','2028-05-17',2474);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','MG','426-406-5661','burned','2023-02-05','2032-12-04',9920);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','PL','880-905-3211','burned','2021-07-23','2026-03-12',9967);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','RU','417-696-6039','compromised','2012-01-20','2032-02-25',710);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','PK','545-982-3968','compromised','2014-12-08','2034-09-01',3741);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','ES','818-100-9531','burned','2014-09-18','2030-05-09',4037);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','NE','211-483-4770','inactive','2004-10-05','2027-01-03',41);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','CN','736-235-9527','inactive','2015-05-22','2032-10-09',3040);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','US','214-157-2078','emergency extraction','2006-10-22','2029-01-11',3331);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','BR','576-445-5701','emergency extraction','2014-04-13','2033-12-29',689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','SA','262-624-3558','compromised','2017-03-01','2034-04-21',740);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','MX','700-262-0664','infiltration','2015-10-28','2028-08-24',9267);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','CN','772-560-7908','burned','2012-05-15','2024-03-16',8801);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','GH','161-405-7546','inactive','2011-01-07','2032-05-15',5077);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','TH','805-618-8288','compromised','2010-03-10','2034-12-14',9897);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','BR','625-366-3677','active','2011-12-24','2029-02-24',8582);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','ID','970-355-1236','under surveillance','2010-12-30','2026-08-02',9547);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','CL','356-312-7148','active','2012-02-07','2025-02-09',824);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','ID','361-226-3648','burned','2005-05-11','2026-03-14',2895);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','EC','220-379-5001','infiltration','2020-07-15','2026-04-04',7121);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','BG','306-380-4606','burned','2022-05-29','2031-03-15',1712);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','NG','428-735-6317','inactive','2019-04-02','2028-06-04',7663);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','CN','471-443-7859','deep cover','2012-12-03','2026-08-12',4888);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','CN','381-886-2279','under surveillance','2005-05-18','2026-01-27',6777);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','SY','397-944-2561','compromised','2006-08-09','2031-03-12',8019);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','159-161-2869','under surveillance','2004-04-01','2032-07-01',256);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','PT','327-211-4275','under development','2007-09-01','2030-04-19',7985);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PH','689-529-0450','under review','2020-10-12','2027-04-03',9104);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','PT','850-810-4760','burned','2016-03-15','2026-07-25',6806);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','KM','676-682-2499','deep cover','2010-08-30','2033-03-26',2610);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','498-232-7012','under development','2020-11-06','2032-04-20',9856);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','BR','143-712-6541','deep cover','2012-06-15','2029-02-22',5017);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','PH','288-895-0613','under development','2008-12-14','2029-01-03',3020);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','ID','332-260-3206','under surveillance','2020-06-24','2028-10-03',3963);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','GB','897-259-1658','infiltration','2014-12-11','2031-11-29',8162);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','CN','145-463-6375','under review','2005-10-01','2028-01-04',246);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PL','303-929-3273','active','2019-10-22','2026-07-20',3396);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','RU','851-946-1391','under surveillance','2010-08-19','2024-04-23',3693);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','879-527-6592','infiltration','2015-05-27','2032-01-01',4526);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','ID','227-180-2668','under development','2007-11-12','2027-01-11',7968);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','BR','112-836-8872','deep cover','2016-07-27','2033-08-25',7400);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','320-683-1489','deep cover','2006-07-19','2030-08-24',9508);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','BD','670-363-1718','infiltration','2016-03-07','2032-03-16',2327);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','RU','912-995-5920','under surveillance','2020-10-24','2029-05-07',2118);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','FR','615-837-0708','under review','2016-05-18','2027-02-25',2229);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','JP','452-557-3469','burned','2015-03-18','2024-11-05',9697);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','PL','464-420-2951','under development','2020-04-09','2027-07-03',9929);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','ID','397-585-7130','compromised','2018-10-22','2031-12-21',1446);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','SE','332-487-2739','deep cover','2006-02-10','2032-04-20',389);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','ID','685-811-4523','active','2017-09-27','2031-10-07',2019);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','CN','701-573-5227','burned','2012-10-12','2029-03-26',9592);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','ID','471-793-8269','under surveillance','2014-02-20','2032-05-06',1214);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','SE','955-387-4856','active','2008-11-20','2033-09-11',8576);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','SY','848-503-4556','active','2012-03-18','2030-10-18',5890);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','HR','535-866-3790','active','2023-02-24','2024-12-13',6955);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('travel blogger/reviewer','PT','809-912-4008','under development','2020-10-28','2034-12-01',5195);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','CN','505-322-6995','burned','2012-04-21','2027-09-05',6952);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','HT','544-252-5646','under surveillance','2017-10-28','2025-06-06',2972);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','IR','484-898-4909','emergency extraction','2011-12-04','2028-08-21',6618);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','ID','104-244-2412','active','2010-06-05','2026-01-15',8408);
